Station_No,Station_ID,Bike_Lat,Bike_Lon,name,distance
251,df88c2e9c068b1f96081442b6cb639d9,37.76393402521409,-122.47065067291258,San Tung Chinese Restaurant,144
252,be51642c8a13488ee2d0f79cca2d6307,37.75770404149008,-122.39188492298126,Piccino,152
252,be51642c8a13488ee2d0f79cca2d6307,37.75770404149008,-122.39188492298126,Dig Wines,156
252,be51642c8a13488ee2d0f79cca2d6307,37.75770404149008,-122.39188492298126,San Francisco Box Lunch Caterers,183
252,be51642c8a13488ee2d0f79cca2d6307,37.75770404149008,-122.39188492298126,Ikon Coffee,212
252,be51642c8a13488ee2d0f79cca2d6307,37.75770404149008,-122.39188492298126,Honey Bear Boba,215
253,2ce729f9d95e9007a9069c8e0d365511,37.800459411713945,-122.24745869636536,Rooz Cafe,193
253,2ce729f9d95e9007a9069c8e0d365511,37.800459411713945,-122.24745869636536,Woody's Laundromat,269
253,2ce729f9d95e9007a9069c8e0d365511,37.800459411713945,-122.24745869636536,Woody's Cafe,270
253,2ce729f9d95e9007a9069c8e0d365511,37.800459411713945,-122.24745869636536,Lakeside Lounge,311
253,2ce729f9d95e9007a9069c8e0d365511,37.800459411713945,-122.24745869636536,Vegan Donut Gelato,344
254,ca0d2445e913702b584e668333dfd3d4,37.78243851977672,-122.4653774499893,Mr & Mrs Tea House,54
254,ca0d2445e913702b584e668333dfd3d4,37.78243851977672,-122.4653774499893,Schubert's Bakery,64
254,ca0d2445e913702b584e668333dfd3d4,37.78243851977672,-122.4653774499893,Clement BBQ 金陵烧腊店,64
254,ca0d2445e913702b584e668333dfd3d4,37.78243851977672,-122.4653774499893,540 Rogues,70
254,ca0d2445e913702b584e668333dfd3d4,37.78243851977672,-122.4653774499893,Mamahuhu,71
255,b897eab1a16516ea4c47640297cc4409,37.78068,-122.450012,Family Billiards,176
255,b897eab1a16516ea4c47640297cc4409,37.78068,-122.450012,Pig & Whistle Bar,179
255,b897eab1a16516ea4c47640297cc4409,37.78068,-122.450012,Shell,186
255,b897eab1a16516ea4c47640297cc4409,37.78068,-122.450012,Koret Lodge,196
255,b897eab1a16516ea4c47640297cc4409,37.78068,-122.450012,Royal Ground Coffee,221
256,0c7d51b231f5c05163176b80b5c825bf,37.804648,-122.402087,Bay Club San Francisco,161
256,0c7d51b231f5c05163176b80b5c825bf,37.804648,-122.402087,Pier 23,175
256,0c7d51b231f5c05163176b80b5c825bf,37.804648,-122.402087,Pier 23 Cafe,180
256,0c7d51b231f5c05163176b80b5c825bf,37.804648,-122.402087,Hillstone,299
256,0c7d51b231f5c05163176b80b5c825bf,37.804648,-122.402087,Levi's Store,311
257,cbf173b581c32be79916dd0efa8472f0,37.8335577,-122.2674183,Mellana Cafe,68
257,cbf173b581c32be79916dd0efa8472f0,37.8335577,-122.2674183,The Omni,324
257,cbf173b581c32be79916dd0efa8472f0,37.8335577,-122.2674183,Izza,339
257,cbf173b581c32be79916dd0efa8472f0,37.8335577,-122.2674183,2nd Half Sports Lounge,348
257,cbf173b581c32be79916dd0efa8472f0,37.8335577,-122.2674183,Smokin' Woods BBQ,348
258,dab6dfd8dec75e57a81fde7f12d39510,37.785111,-122.477667,New California Food Market,149
258,dab6dfd8dec75e57a81fde7f12d39510,37.785111,-122.477667,1920 Bar,315
258,dab6dfd8dec75e57a81fde7f12d39510,37.785111,-122.477667,Lung Fung Bakery,320
258,dab6dfd8dec75e57a81fde7f12d39510,37.785111,-122.477667,Tia Margarita Mexican Restaurant,324
258,dab6dfd8dec75e57a81fde7f12d39510,37.785111,-122.477667,Lokma,328
259,c859a624e28f1e670e9b7f8b2276c934,37.781722,-122.492844,Garden House Cafe,15
259,c859a624e28f1e670e9b7f8b2276c934,37.781722,-122.492844,El Mansour Restaurant,17
259,c859a624e28f1e670e9b7f8b2276c934,37.781722,-122.492844,Anh Hong,21
259,c859a624e28f1e670e9b7f8b2276c934,37.781722,-122.492844,Tsing Tao Chinese Restaurant,23
259,c859a624e28f1e670e9b7f8b2276c934,37.781722,-122.492844,Links Bar & Grill,27
260,1a4ced4bb87081c0a92db3f014c92d19,37.79762790889688,-122.423534989357,Helmand Palace10037738090000001,46
260,1a4ced4bb87081c0a92db3f014c92d19,37.79762790889688,-122.423534989357,Matterhorn Restaurant & Bakery,79
260,1a4ced4bb87081c0a92db3f014c92d19,37.79762790889688,-122.423534989357,Biondivino Wine Boutique,87
260,1a4ced4bb87081c0a92db3f014c92d19,37.79762790889688,-122.423534989357,William Cross Wine Merchants,107
260,1a4ced4bb87081c0a92db3f014c92d19,37.79762790889688,-122.423534989357,Greens Sports Bar,114
261,eace607a9b4ea4ea7b9fe0e5c17b04e7,37.78657849953654,-122.45342284440996,Starbucks,44
261,eace607a9b4ea4ea7b9fe0e5c17b04e7,37.78657849953654,-122.45342284440996,Sociale,46
261,eace607a9b4ea4ea7b9fe0e5c17b04e7,37.78657849953654,-122.45342284440996,Vixi Cucina Italiana,46
261,eace607a9b4ea4ea7b9fe0e5c17b04e7,37.78657849953654,-122.45342284440996,Sweet Things,59
261,eace607a9b4ea4ea7b9fe0e5c17b04e7,37.78657849953654,-122.45342284440996,Cal-Mart Supermarket,62
262,63816efc067878fdff9a0d2a38531268,37.8539069616438,-122.2896981239319,Berkeley Bowl Cafe,37
262,63816efc067878fdff9a0d2a38531268,37.8539069616438,-122.2896981239319,Cafe W,49
262,63816efc067878fdff9a0d2a38531268,37.8539069616438,-122.2896981239319,Berkeley Bowl,70
262,63816efc067878fdff9a0d2a38531268,37.8539069616438,-122.2896981239319,Mint Leaf Vietnamese Restaurant,159
262,63816efc067878fdff9a0d2a38531268,37.8539069616438,-122.2896981239319,Cali Alley,201
263,363a2381ec0d75a658698918d68d0edb,37.756808,-122.405943,Newkirk's,119
263,363a2381ec0d75a658698918d68d0edb,37.756808,-122.405943,La Paz Restaurant Pupuseria,146
263,363a2381ec0d75a658698918d68d0edb,37.756808,-122.405943,Luna's Coffee House,283
263,363a2381ec0d75a658698918d68d0edb,37.756808,-122.405943,Deli 23,303
263,363a2381ec0d75a658698918d68d0edb,37.756808,-122.405943,El Chato,316
264,a9af746a9f25302bc6e438d12b4171f2,37.772954,-122.509071,Safeway,55
264,a9af746a9f25302bc6e438d12b4171f2,37.772954,-122.509071,Peter Pan Hair Design,122
264,a9af746a9f25302bc6e438d12b4171f2,37.772954,-122.509071,Andytown Coffee — Richmond District,144
264,a9af746a9f25302bc6e438d12b4171f2,37.772954,-122.509071,Ocean Beach Cafe,198
264,a9af746a9f25302bc6e438d12b4171f2,37.772954,-122.509071,Hunan Cafe #2,216
265,c6819c29250a339afc80c325c09cfaf2,37.7632417,-122.4306746,Eiji,94
265,c6819c29250a339afc80c325c09cfaf2,37.7632417,-122.4306746,Kitchen Story,110
265,c6819c29250a339afc80c325c09cfaf2,37.7632417,-122.4306746,Gai Chicken Rice,137
265,c6819c29250a339afc80c325c09cfaf2,37.7632417,-122.4306746,Frances,143
265,c6819c29250a339afc80c325c09cfaf2,37.7632417,-122.4306746,Dinosaurs,178
266,059af05c37addf83badc457996fe45eb,37.3302641,-121.8977018,AC Hotels by Marriott,353
266,059af05c37addf83badc457996fe45eb,37.3302641,-121.8977018,El Grullense,369
266,059af05c37addf83badc457996fe45eb,37.3302641,-121.8977018,AC Lounge at AC Hotel San Jose Downtown,377
266,059af05c37addf83badc457996fe45eb,37.3302641,-121.8977018,BMW Lounge,386
266,059af05c37addf83badc457996fe45eb,37.3302641,-121.8977018,Comerica Bank ATM,400
267,a8ecd18d2c44ea14d8a396eba32c3fcc,37.8388,-122.258732,Cholita Linda,114
267,a8ecd18d2c44ea14d8a396eba32c3fcc,37.8388,-122.258732,Pizza Politana,124
267,a8ecd18d2c44ea14d8a396eba32c3fcc,37.8388,-122.258732,Vice Chocolates,125
267,a8ecd18d2c44ea14d8a396eba32c3fcc,37.8388,-122.258732,Colombo Club,184
267,a8ecd18d2c44ea14d8a396eba32c3fcc,37.8388,-122.258732,Alem's Coffee,204
268,9be7e0050df8db9c65bee11853497d9c,37.86012459911685,-122.2693844139576,Crixa Cakes,205
268,9be7e0050df8db9c65bee11853497d9c,37.86012459911685,-122.2693844139576,Kirala,232
268,9be7e0050df8db9c65bee11853497d9c,37.86012459911685,-122.2693844139576,Sconehenge Bakery & Cafe,276
268,9be7e0050df8db9c65bee11853497d9c,37.86012459911685,-122.2693844139576,Buggy Bank,338
268,9be7e0050df8db9c65bee11853497d9c,37.86012459911685,-122.2693844139576,Berkeley Bowl Produce,369
269,3f5c0437929a0f6dbc32f116850a4196,37.8045623549303,-122.27173805236816,Downtown Wine Merchants,48
269,3f5c0437929a0f6dbc32f116850a4196,37.8045623549303,-122.27173805236816,Core Kitchen,97
269,3f5c0437929a0f6dbc32f116850a4196,37.8045623549303,-122.27173805236816,Bagel Street Cafe,109
269,3f5c0437929a0f6dbc32f116850a4196,37.8045623549303,-122.27173805236816,Vinyl,119
269,3f5c0437929a0f6dbc32f116850a4196,37.8045623549303,-122.27173805236816,Awaken Cafe,122
270,a6b2ae23c98c47b86a9e84062ea5c3ee,37.79801364395978,-122.40595042705534,Osmanthus Dim Sum Loun,31
270,a6b2ae23c98c47b86a9e84062ea5c3ee,37.79801364395978,-122.40595042705534,15 Romolo,40
270,a6b2ae23c98c47b86a9e84062ea5c3ee,37.79801364395978,-122.40595042705534,The Devil's Acre,51
270,a6b2ae23c98c47b86a9e84062ea5c3ee,37.79801364395978,-122.40595042705534,Specs' Twelve Adler Museum Cafe,51
270,a6b2ae23c98c47b86a9e84062ea5c3ee,37.79801364395978,-122.40595042705534,Green Tortoise Hostel,54
271,7ef616860128f1e359563871f977c210,37.72828159245282,-122.4506950378418,The Lunchbox,300
271,7ef616860128f1e359563871f977c210,37.72828159245282,-122.4506950378418,City College of San Francisco - Ocean Campus,351
271,7ef616860128f1e359563871f977c210,37.72828159245282,-122.4506950378418,Railroad Expresso,356
271,7ef616860128f1e359563871f977c210,37.72828159245282,-122.4506950378418,Pho Dong Huong,357
271,7ef616860128f1e359563871f977c210,37.72828159245282,-122.4506950378418,Big Joe's,363
272,dbd21ac9ae9f5cd34c4980b4f103b550,37.7976728,-122.2629973,Off the Grid: Lake Merritt at OMCA,101
272,dbd21ac9ae9f5cd34c4980b4f103b550,37.7976728,-122.2629973,Laney College,104
272,dbd21ac9ae9f5cd34c4980b4f103b550,37.7976728,-122.2629973,Oakland Museum of California,129
272,dbd21ac9ae9f5cd34c4980b4f103b550,37.7976728,-122.2629973,Lane-e Kefa Coffee,196
272,dbd21ac9ae9f5cd34c4980b4f103b550,37.7976728,-122.2629973,Lake Merritt BART Station,202
273,501383f10b2cb7bd652149a50b5418fc,37.8107432,-122.2914153,Horn BBQ,296
273,501383f10b2cb7bd652149a50b5418fc,37.8107432,-122.2914153,Kowbird,352
273,501383f10b2cb7bd652149a50b5418fc,37.8107432,-122.2914153,Kilovolt Coffee,403
273,501383f10b2cb7bd652149a50b5418fc,37.8107432,-122.2914153,Continental Club,442
273,501383f10b2cb7bd652149a50b5418fc,37.8107432,-122.2914153,Oakland Music Complex,583
274,1372941b523f4ca92d4bfee7ea85ac95,37.795913,-122.255547,Pho Vy Vietnamese Cuis,80
274,1372941b523f4ca92d4bfee7ea85ac95,37.795913,-122.255547,Mickey's Auto Detail,127
274,1372941b523f4ca92d4bfee7ea85ac95,37.795913,-122.255547,Sun Hop Fat 1 Supermarket,142
274,1372941b523f4ca92d4bfee7ea85ac95,37.795913,-122.255547,Lee's Sandwiches,175
274,1372941b523f4ca92d4bfee7ea85ac95,37.795913,-122.255547,Chai Thai Noodles,220
275,e9d82f4d2f1525cc654976f3fdf7f45a,37.816073115011406,-122.26788640022278,Blind Tiger,30
275,e9d82f4d2f1525cc654976f3fdf7f45a,37.816073115011406,-122.26788640022278,Gogi Time,48
275,e9d82f4d2f1525cc654976f3fdf7f45a,37.816073115011406,-122.26788640022278,Koffee Pott,111
275,e9d82f4d2f1525cc654976f3fdf7f45a,37.816073115011406,-122.26788640022278,Dan Sung Sa,123
275,e9d82f4d2f1525cc654976f3fdf7f45a,37.816073115011406,-122.26788640022278,Starbucks,126
276,02744ef00b430de0440ab88ecff71b2d,37.795194764385954,-122.27396965026855,Cellarmaker Brewing Company,33
276,02744ef00b430de0440ab88ecff71b2d,37.795194764385954,-122.27396965026855,Bicycle Coffee,39
276,02744ef00b430de0440ab88ecff71b2d,37.795194764385954,-122.27396965026855,Ben's,114
276,02744ef00b430de0440ab88ecff71b2d,37.795194764385954,-122.27396965026855,Merchants' Saloon,125
276,02744ef00b430de0440ab88ecff71b2d,37.795194764385954,-122.27396965026855,Maisons Marques & Domaines USA,139
277,f113253f2f20870c00c7f115d631304d,37.8123315,-122.2851712,West Oakland Senior Center,41
277,f113253f2f20870c00c7f115d631304d,37.8123315,-122.2851712,After Hours Spot Strip Club,184
277,f113253f2f20870c00c7f115d631304d,37.8123315,-122.2851712,Ghost Town Brewing,225
277,f113253f2f20870c00c7f115d631304d,37.8123315,-122.2851712,Oakland Music Complex,247
277,f113253f2f20870c00c7f115d631304d,37.8123315,-122.2851712,The Taco Panzon,287
278,08a97d1e8daf245e4fc7f5f3ab162213,37.77415256430236,-122.21239820122716,Churros Guerrero Cart,35
278,08a97d1e8daf245e4fc7f5f3ab162213,37.77415256430236,-122.21239820122716,China Express,59
278,08a97d1e8daf245e4fc7f5f3ab162213,37.77415256430236,-122.21239820122716,Subway,82
278,08a97d1e8daf245e4fc7f5f3ab162213,37.77415256430236,-122.21239820122716,Lena's Soul Food Cafe,175
278,08a97d1e8daf245e4fc7f5f3ab162213,37.77415256430236,-122.21239820122716,La Perla del Pacifico,197
279,0d33649125be2d062ec29061a27f700e,37.781123,-122.2329915,McDonald's,115
279,0d33649125be2d062ec29061a27f700e,37.781123,-122.2329915,El Pollo Loco,118
279,0d33649125be2d062ec29061a27f700e,37.781123,-122.2329915,Taquiera El Grullo,144
279,0d33649125be2d062ec29061a27f700e,37.781123,-122.2329915,Jack In The Box,181
279,0d33649125be2d062ec29061a27f700e,37.781123,-122.2329915,Ottoman Eats,284
280,d9f54ff90ab5ebf7383dd6a8541d48f1,37.7927143,-122.2487796,Mimi Beauty Salon,170
280,d9f54ff90ab5ebf7383dd6a8541d48f1,37.7927143,-122.2487796,Fung Wong Bakery,191
280,d9f54ff90ab5ebf7383dd6a8541d48f1,37.7927143,-122.2487796,Bambu,196
280,d9f54ff90ab5ebf7383dd6a8541d48f1,37.7927143,-122.2487796,Kingkong Rotisserie Chinese Restaurant,202
280,d9f54ff90ab5ebf7383dd6a8541d48f1,37.7927143,-122.2487796,Lemon Pepper Vietnamese Cuisine,229
281,ca8eeb013a7c04731be820a3205b8347,37.794396,-122.253842,Quickly,21
281,ca8eeb013a7c04731be820a3205b8347,37.794396,-122.253842,Da Nang Quan,30
281,ca8eeb013a7c04731be820a3205b8347,37.794396,-122.253842,Lee's Sandwiches,52
281,ca8eeb013a7c04731be820a3205b8347,37.794396,-122.253842,Sun Hop Fat 1 Supermarket,85
281,ca8eeb013a7c04731be820a3205b8347,37.794396,-122.253842,Chai Thai Noodles,94
282,1756b8a7b00189ed5c04a3171959e3f7,37.8160598,-122.2782444,M & O Market,158
282,1756b8a7b00189ed5c04a3171959e3f7,37.8160598,-122.2782444,Twins Halal House & Bakery,190
282,1756b8a7b00189ed5c04a3171959e3f7,37.8160598,-122.2782444,JJ Fish and Chicken,219
282,1756b8a7b00189ed5c04a3171959e3f7,37.8160598,-122.2782444,Taqueria Perla,227
282,1756b8a7b00189ed5c04a3171959e3f7,37.8160598,-122.2782444,ARCO,230
283,182f517a38db07df6b2fcc8ac0da3617,37.79013985185364,-122.24237322807312,Philomena,216
283,182f517a38db07df6b2fcc8ac0da3617,37.79013985185364,-122.24237322807312,Tipunan,232
283,182f517a38db07df6b2fcc8ac0da3617,37.79013985185364,-122.24237322807312,Cambodian Noodle Soup House,254
283,182f517a38db07df6b2fcc8ac0da3617,37.79013985185364,-122.24237322807312,Mom's Bun Mi,305
283,182f517a38db07df6b2fcc8ac0da3617,37.79013985185364,-122.24237322807312,Jalisco Cafe,338
284,ef1e16d2e298bfbc6724316dc9f2c3c8,37.78381270927812,-122.4345588684082,Jane The Bakery,24
284,ef1e16d2e298bfbc6724316dc9f2c3c8,37.78381270927812,-122.4345588684082,Imperial Spa,37
284,ef1e16d2e298bfbc6724316dc9f2c3c8,37.78381270927812,-122.4345588684082,The Fillmore,134
284,ef1e16d2e298bfbc6724316dc9f2c3c8,37.78381270927812,-122.4345588684082,The Anchovy Bar,134
284,ef1e16d2e298bfbc6724316dc9f2c3c8,37.78381270927812,-122.4345588684082,The Progress,139
285,f18e0e4c80e5eb999f88608c3ebd3e90,37.79416044174933,-122.42156758904456,The Bell Tower,20
285,f18e0e4c80e5eb999f88608c3ebd3e90,37.79416044174933,-122.42156758904456,Cafe Réveille,85
285,f18e0e4c80e5eb999f88608c3ebd3e90,37.79416044174933,-122.42156758904456,Cheese Plus,110
285,f18e0e4c80e5eb999f88608c3ebd3e90,37.79416044174933,-122.42156758904456,Amelie,119
285,f18e0e4c80e5eb999f88608c3ebd3e90,37.79416044174933,-122.42156758904456,TRX Training Center,128
286,5d6369a9f895ab6203a6dcc3c0fca46d,37.781981687527214,-122.43576988577844,Jane The Bakery,240
286,5d6369a9f895ab6203a6dcc3c0fca46d,37.781981687527214,-122.43576988577844,Imperial Spa,264
286,5d6369a9f895ab6203a6dcc3c0fca46d,37.781981687527214,-122.43576988577844,Merchant Roots,266
286,5d6369a9f895ab6203a6dcc3c0fca46d,37.781981687527214,-122.43576988577844,The Anchovy Bar,269
286,5d6369a9f895ab6203a6dcc3c0fca46d,37.781981687527214,-122.43576988577844,Sheba Piano Lounge,287
287,af277a4997575219024a717b9bade2e0,37.764285,-122.4318042,Dinosaurs,26
287,af277a4997575219024a717b9bade2e0,37.764285,-122.4318042,Starbelly,70
287,af277a4997575219024a717b9bade2e0,37.764285,-122.4318042,Santería,73
287,af277a4997575219024a717b9bade2e0,37.764285,-122.4318042,Hi Tops,76
287,af277a4997575219024a717b9bade2e0,37.764285,-122.4318042,Eiji,86
288,f1fd7bda2e0a3cf1900d275f24ff94ff,37.7670373,-122.4154425,The Wooden Nickel,18
288,f1fd7bda2e0a3cf1900d275f24ff94ff,37.7670373,-122.4154425,Baklavastory,187
288,f1fd7bda2e0a3cf1900d275f24ff94ff,37.7670373,-122.4154425,Rintaro,192
288,f1fd7bda2e0a3cf1900d275f24ff94ff,37.7670373,-122.4154425,Pink Onion,192
288,f1fd7bda2e0a3cf1900d275f24ff94ff,37.7670373,-122.4154425,Flying Pig Bistro,200
289,e4057435753640b4855f792619c151dd,37.774814,-122.418954,Blue Bottle Coffee,129
289,e4057435753640b4855f792619c151dd,37.774814,-122.418954,Mr. Tipple's Recording Studio,153
289,e4057435753640b4855f792619c151dd,37.774814,-122.418954,The Hot Spot,166
289,e4057435753640b4855f792619c151dd,37.774814,-122.418954,RT Rotisserie,190
289,e4057435753640b4855f792619c151dd,37.774814,-122.418954,Rickshaw Stop,193
290,26993f6ad0a30df7cc33bedb8efb5590,37.788032,-122.395626,Salesforce Park,163
290,26993f6ad0a30df7cc33bedb8efb5590,37.788032,-122.395626,Barebottle Brewing Company,165
290,26993f6ad0a30df7cc33bedb8efb5590,37.788032,-122.395626,Cocoon Urban Day Spa,181
290,26993f6ad0a30df7cc33bedb8efb5590,37.788032,-122.395626,Andytown Coffee Roasters,191
290,26993f6ad0a30df7cc33bedb8efb5590,37.788032,-122.395626,Southside Spirit House,198
291,794cb9426661fc4ba684c6a147f4ea92,37.783973,-122.442878,9:20 Special,223
291,794cb9426661fc4ba684c6a147f4ea92,37.783973,-122.442878,City Church Sutter Street,224
291,794cb9426661fc4ba684c6a147f4ea92,37.783973,-122.442878,Cheese Steak Shop,312
291,794cb9426661fc4ba684c6a147f4ea92,37.783973,-122.442878,San Francisco Athletic Club,341
291,794cb9426661fc4ba684c6a147f4ea92,37.783973,-122.442878,Godzila Sushi,356
292,df3286fb70521afe8b7c68681e57f777,37.780949,-122.456303,Rooster & Rice,8
292,df3286fb70521afe8b7c68681e57f777,37.780949,-122.456303,BevMo!,30
292,df3286fb70521afe8b7c68681e57f777,37.780949,-122.456303,Cup & Cake Cafe,59
292,df3286fb70521afe8b7c68681e57f777,37.780949,-122.456303,Native Burger,71
292,df3286fb70521afe8b7c68681e57f777,37.780949,-122.456303,Kaiju Eats,76
293,632b45a2c2a023d1f96723878028518d,37.77779057034257,-122.40643188357352,Deli Board,61
293,632b45a2c2a023d1f96723878028518d,37.77779057034257,-122.40643188357352,Residences 1080 Folsom,114
293,632b45a2c2a023d1f96723878028518d,37.77779057034257,-122.40643188357352,Sightglass Coffee,203
293,632b45a2c2a023d1f96723878028518d,37.77779057034257,-122.40643188357352,Sluts,221
293,632b45a2c2a023d1f96723878028518d,37.77779057034257,-122.40643188357352,San Francisco Champagne Society,256
294,6b13e6fa1252c733e32fdc7b13cba255,37.775522,-122.498498,Butter Love Bakeshop,24
294,6b13e6fa1252c733e32fdc7b13cba255,37.775522,-122.498498,La Promenade Café,33
294,6b13e6fa1252c733e32fdc7b13cba255,37.775522,-122.498498,The Laundromat SF,36
294,6b13e6fa1252c733e32fdc7b13cba255,37.775522,-122.498498,Miki Restaurant,44
294,6b13e6fa1252c733e32fdc7b13cba255,37.775522,-122.498498,Balboa Theatre,48
295,d97742ffbfb3863990d07359b7bdeb46,37.8238474,-122.2811926,The RedDoor Catering,276
295,d97742ffbfb3863990d07359b7bdeb46,37.8238474,-122.2811926,Orlando Market,322
295,d97742ffbfb3863990d07359b7bdeb46,37.8238474,-122.2811926,P & M Liquor,349
295,d97742ffbfb3863990d07359b7bdeb46,37.8238474,-122.2811926,Peoples Car Wash,353
295,d97742ffbfb3863990d07359b7bdeb46,37.8238474,-122.2811926,Paradise,358
296,68a14ad0d601717764086eb2d3c5f071,37.8002135669698,-122.25381016731262,Rise & Grind Coffee,43
296,68a14ad0d601717764086eb2d3c5f071,37.8002135669698,-122.25381016731262,Pho King,46
296,68a14ad0d601717764086eb2d3c5f071,37.8002135669698,-122.25381016731262,Tasty Bowl,49
296,68a14ad0d601717764086eb2d3c5f071,37.8002135669698,-122.25381016731262,Fire Wings Oakland,53
296,68a14ad0d601717764086eb2d3c5f071,37.8002135669698,-122.25381016731262,Lucky,73
297,3df46ea4730fd2f6a4f92007c9369299,37.78389935708493,-122.4084448814392,Powell St BART Station,66
297,3df46ea4730fd2f6a4f92007c9369299,37.78389935708493,-122.4084448814392,The Turn Cafe,121
297,3df46ea4730fd2f6a4f92007c9369299,37.78389935708493,-122.4084448814392,Bodega,133
297,3df46ea4730fd2f6a4f92007c9369299,37.78389935708493,-122.4084448814392,S&R Lounge,144
297,3df46ea4730fd2f6a4f92007c9369299,37.78389935708493,-122.4084448814392,Rise Over Run,151
298,22041eb5ac70f045466f45b5f7c7cebd,37.76328094058097,-122.4073773622513,Verdi Club,48
298,22041eb5ac70f045466f45b5f7c7cebd,37.76328094058097,-122.4073773622513,The Morris,89
298,22041eb5ac70f045466f45b5f7c7cebd,37.76328094058097,-122.4073773622513,Two Sons Sandwiches,166
298,22041eb5ac70f045466f45b5f7c7cebd,37.76328094058097,-122.4073773622513,The Corner Studio,259
298,22041eb5ac70f045466f45b5f7c7cebd,37.76328094058097,-122.4073773622513,Premium Port Wine,286
299,fdfed17363937bd17e69bb5f32b67257,37.72238229348268,-122.44380980730055,Pineapples,110
299,fdfed17363937bd17e69bb5f32b67257,37.72238229348268,-122.44380980730055,The Check-In Wine Lounge,245
299,fdfed17363937bd17e69bb5f32b67257,37.72238229348268,-122.44380980730055,Turo Cafe and Grill,276
299,fdfed17363937bd17e69bb5f32b67257,37.72238229348268,-122.44380980730055,Nina Claire's Cafe,281
299,fdfed17363937bd17e69bb5f32b67257,37.72238229348268,-122.44380980730055,Balboa Park Skatepark,292
300,a8473b935036a67569f58bc142608de6,37.73017446887281,-122.43289589881896,La Oficina,196
300,a8473b935036a67569f58bc142608de6,37.73017446887281,-122.43289589881896,Silver Cafe,209
300,a8473b935036a67569f58bc142608de6,37.73017446887281,-122.43289589881896,Taco Bell,229
300,a8473b935036a67569f58bc142608de6,37.73017446887281,-122.43289589881896,KFC,235
300,a8473b935036a67569f58bc142608de6,37.73017446887281,-122.43289589881896,Marche Club of S F,235
301,8b0eb4e5f5c108a52011cb111fb4c008,37.73890064447666,-122.38952457904814,All Good Pizza,27
301,8b0eb4e5f5c108a52011cb111fb4c008,37.73890064447666,-122.38952457904814,Christophers Catering,71
301,8b0eb4e5f5c108a52011cb111fb4c008,37.73890064447666,-122.38952457904814,Raff Distillerie San Francisco,88
301,8b0eb4e5f5c108a52011cb111fb4c008,37.73890064447666,-122.38952457904814,Flora Grubb Gardens,95
301,8b0eb4e5f5c108a52011cb111fb4c008,37.73890064447666,-122.38952457904814,Pizza Zone N Grill,114
302,c75e0c6b2fcb7c59d7c812600d5858f5,37.766594,-122.398198,Boba Guys,102
302,c75e0c6b2fcb7c59d7c812600d5858f5,37.766594,-122.398198,Wolfe's Espresso Bar,125
302,c75e0c6b2fcb7c59d7c812600d5858f5,37.766594,-122.398198,JB's Place,175
302,c75e0c6b2fcb7c59d7c812600d5858f5,37.766594,-122.398198,Connecticut Yankee,182
302,c75e0c6b2fcb7c59d7c812600d5858f5,37.766594,-122.398198,Street Taco,213
303,6d41d45711456aef7f31b60c4f9d2fa1,37.7802645,-122.4066435,Tempest,90
303,6d41d45711456aef7f31b60c4f9d2fa1,37.7802645,-122.4066435,Tin Vietnamese Cuisine,99
303,6d41d45711456aef7f31b60c4f9d2fa1,37.7802645,-122.4066435,Box Kitchen,105
303,6d41d45711456aef7f31b60c4f9d2fa1,37.7802645,-122.4066435,Frena,143
303,6d41d45711456aef7f31b60c4f9d2fa1,37.7802645,-122.4066435,Monarch,186
304,66f097190aabf98d9637e274b9d12265,37.775681,-122.494064,New Dumpling King,39
304,66f097190aabf98d9637e274b9d12265,37.775681,-122.494064,Golden Chariot Bakery & Restaurant,41
304,66f097190aabf98d9637e274b9d12265,37.775681,-122.494064,Dumpling Dynasty,44
304,66f097190aabf98d9637e274b9d12265,37.775681,-122.494064,Amybelle's Laundromat,62
304,66f097190aabf98d9637e274b9d12265,37.775681,-122.494064,Dimdoduc,92
305,8c6c32e76ed11f76a547517979e5a5e6,37.7819295,-122.4827855,Honey B Tea House,16
305,8c6c32e76ed11f76a547517979e5a5e6,37.7819295,-122.4827855,Thanh Thanh Cafe,20
305,8c6c32e76ed11f76a547517979e5a5e6,37.7819295,-122.4827855,Four Star Theatre,22
305,8c6c32e76ed11f76a547517979e5a5e6,37.7819295,-122.4827855,K-Elements BBQ,31
305,8c6c32e76ed11f76a547517979e5a5e6,37.7819295,-122.4827855,Izakaya Mayumi,40
306,27c3e9e59901b5ef2bc26957ec7f3951,37.8023,-122.4244135,Black Magic Voodoo Lounge,117
306,27c3e9e59901b5ef2bc26957ec7f3951,37.8023,-122.4244135,Bobo's Lounge,142
306,27c3e9e59901b5ef2bc26957ec7f3951,37.8023,-122.4244135,Boboquivari's,163
306,27c3e9e59901b5ef2bc26957ec7f3951,37.8023,-122.4244135,Berezin Center Roof Deck & Plaza,177
306,27c3e9e59901b5ef2bc26957ec7f3951,37.8023,-122.4244135,The Century Club,274
307,713585c7fcbdca5115f70c1af67663a8,37.765942,-122.449228,Beit Rima,47
307,713585c7fcbdca5115f70c1af67663a8,37.765942,-122.449228,Cole Valley Tavern,56
307,713585c7fcbdca5115f70c1af67663a8,37.765942,-122.449228,Mister Bomboloni Pop Up,56
307,713585c7fcbdca5115f70c1af67663a8,37.765942,-122.449228,Fix My Phone,60
