Station_No,Station_ID,Bike_Lat,Bike_Long,name
296,68a14ad0d601717764086eb2d3c5f071,37.8002135669698,-122.25381016731262,Portal Oakland
297,3df46ea4730fd2f6a4f92007c9369299,37.78389935708493,-122.4084448814392,Rise Over Run
298,22041eb5ac70f045466f45b5f7c7cebd,37.76328094058097,-122.4073773622513,Lost Resort
299,fdfed17363937bd17e69bb5f32b67257,37.72238229348268,-122.44380980730055,Gentilly
300,a8473b935036a67569f58bc142608de6,37.73017446887281,-122.43289589881896,Manzoni
301,8b0eb4e5f5c108a52011cb111fb4c008,37.73890064447666,-122.38952457904814,Gumbo Social
302,c75e0c6b2fcb7c59d7c812600d5858f5,37.766594,-122.398198,La Connessa
303,6d41d45711456aef7f31b60c4f9d2fa1,37.7802645,-122.4066435,Rise Over Run
304,66f097190aabf98d9637e274b9d12265,37.775681,-122.494064,Oodle Yunnan Rice Noodle
305,8c6c32e76ed11f76a547517979e5a5e6,37.7819295,-122.4827855,Pearl
306,27c3e9e59901b5ef2bc26957ec7f3951,37.8023,-122.4244135,Ollei
307,713585c7fcbdca5115f70c1af67663a8,37.765942,-122.449228,Beit Rima
308,af18ee4922a37e2285a08671590d140e,37.7864555,-122.399749,Bocado
309,7071418d19cad4ca32c3343afb0da740,37.7646845,-122.4199265,Barberio Osteria
310,736fc2875818c9c987f51ec384edf384,37.763333,-122.4220555,Picaro
311,707f7090c1a175cd64f234c9ae512ec1,37.7370395,-122.3944985,Gumbo Social
312,39ee44ea71e662e83149eae893414fe6,37.784419,-122.439361,NONO
313,2d5b0e85ca198e366bd3fd61f459b981,37.740048,-122.3834355,Gumbo Social
314,bfa38a76bddc6582afb8464350f47c61,37.7703135,-122.3912365,GluGlu
315,b5191acf6c3d6a359cfec040ebe89bf7,37.768227,-122.420359,Freekeh
316,19f34b48933b42de614327cee335bc6f,37.7661,-122.4266585,Freekeh
317,4fa77307be791fef2d10d4d831f88415,37.772219,-122.419976,Kiln
318,586c5cb8082289a2f53eab0d1a2dbf4a,37.750945,-122.4120835,Bottega
319,fff91ff985e5954b8b94e603a44db763,37.7914015,-122.391038,Waterbar
320,f7d2be8a428dc633c63ee68f69424754,37.787332,-122.3881105,Movida
321,e9946e14a1f7f45c1e0ebe5b542c6e24,37.8044325,-122.433523,Radhaus
322,101f0875b692a1f552e86de5c0a917f1,37.774804,-122.446649,Bistro Central Parc
323,a799975c42155f6b266b5d32586aaa97,37.7603435,-122.387449,Ungrafted
324,d46af557385e4a2286fdc3640f7d48a2,37.769263,-122.407054,Hardwood Bar & Smokery
325,f3610d0f5ffae773c0fa96f65b8d409d,37.8026635,-122.4360635,Jaranita
326,0b48b03d8342258399d9bced9a3ae503,37.769244,-122.4269645,The Rustic
327,f70db66502b4796997b8bba176c51dd0,37.769818,-122.4291485,Beit Rima
328,a88bf5305774cc6c645ab2d1822fcd8e,37.7895875,-122.440683,The Snug
329,9d87d3a0de545c12ed881712d64dad99,37.7866115,-122.4500525,Vixi
330,89c279924b0a3ab2d27e3467fed4c212,37.775328,-122.458104,Oraan Thai Eatery
331,f3005d50220aa753c49f411e3b76e170,37.795402,-122.4046885,Sotto Mare
332,0fdcfff2f1478e0e5a30f3e314103cea,37.7942465,-122.402855,High Horse
333,4dcfbaca6724925e3c8954925922392e,37.794525,-122.3948805,Hog Island Oyster
334,4483551f97cfd276503daebebdd3aaa5,37.772354,-122.4358575,Horsefeather
335,aa0e5a1dd757b3c3bf56a453d2991fd4,37.759162,-122.4100475,Lost Resort
336,f7897e831ad97c2fa5840e08da6bfaeb,37.7785885,-122.392553,KAIYŌ Rooftop
337,6332163be54553da8f095c4fb801c725,37.7763115,-122.394495,KAIYŌ Rooftop
338,7952c04aad8b091ffb0455792174bf01,37.730079,-122.3988045,Ming Hing Restaurant
339,e7e40470c749afdcf9f32d8097472c0a,37.785876,-122.4089225,Rise Over Run
340,070137572879ff5807c0b7092e81cfac,37.764965,-122.3990255,La Connessa
341,34fc2deb07ec971cc936deebee9d6435,37.764794,-122.3947595,Chez Maman East
342,3fc45088ab7916d9c0dde2a509a40958,37.7645435,-122.410349,Ernest
343,9e7245a7f1c5faae54bc2b3a62cc2f6e,37.7648385,-122.420141,Picaro
344,36a236e6b9604e51e8d5fd525775d7c0,37.780364,-122.4728095,Caliente Bistro Kitchen
345,bb693a5b9de4a21a17519b20070bff77,37.7751205,-122.464998,The Richmond
346,52f32ae1f330ff50af83895a28ba2215,37.8098236,-122.2801923,Good Luck Gato
347,7f4a909e098fb6397beb2a26d0f8661c,37.773238,-122.399998,KAIYŌ Rooftop
348,0cf18ec4823b9cdecff532d3bdd14928,37.770519,-122.442326,Horsefeather
349,4cd2b4bfdb2c468ec1fe6574fb2ffaa0,37.72095,-122.478859,Mumu Hot Pot
350,4e07771716c0d80c636ae4877dd497a3,37.722001,-122.482735,Mumu Hot Pot
351,5289ffec013e1219c33bd45627d6cc15,37.731085,-122.476163,Bay Pocha
352,17468bb5d5f9880c081fd67d02762c04,37.775211,-122.511208,Beach Chalet Brewery and Restaurant
353,f8a8b70e16e4e36c77cab3d32886e671,37.71616094545787,-122.440105676651,Gentilly
354,43f0ae83504f3d5f0a3866f86f7981fd,37.783176,-122.393378,Movida
355,7355d2865f4ab7430c4fccf859e70d74,37.808715,-122.2492512,Mama Oakland
356,acc0686d1655e283c3fd8e56bf11dbb1,37.7851994,-122.3962173,Bocado
357,fdf5f4679be9ae94f860552ca46a2648,37.7840775,-122.411926,Rise Over Run
358,81743daa45d7537f3516399929314c40,37.765429,-122.42189,Picaro
359,7d3b620f6bcf01c82cbcc4d38dcb9af2,37.8689109,-122.2587857,Gather Kitchen & Bar
360,c917d243667759fcfcd40ad6e5f094e3,37.7476755,-122.420215,Komaaj
361,0352198bb64490fc09c2d7bfd2604bcd,37.78646613354221,-122.39871607983105,Bocado
362,c6e8c3120ecdec6385cc3ae4a8350d9b,37.7896195,-122.400808,Delarosa Downtown
363,61899ad7362b9fd85580c8a4b01512f8,37.790296440371655,-122.3938751220703,Prospect
364,ad26540e1125e68ab4879dc6fae3af6d,37.355692651246365,-121.89225107431412,SJ Omogari
365,65134e1e5e8d3b200c458d533e7d544c,37.8027671,-122.4132756,Sotto Mare
366,3841fc554143a337540447bec2f0fdb5,37.349426308788,-121.8876188993454,SJ Omogari
367,0267ea932e83058a086f124bb3201e01,37.770282,-122.4154585,Rintaro
368,8062a6539108d66e12358da13f13edeb,37.7692231,-122.43406206015258,Otra
369,48ba123e5a33a970f0997479f9794db3,37.7685449,-122.40423738710535,Rosemary & Pine
370,4f47b8bd185f009310de3cfb7485fa33,37.83575,-122.262654,North Light
371,b46fb6a16744722ffa62b1ce67e39c24,37.837369,-122.267656,Lovely Day
372,d66319981ad69928f023203bb7187706,37.7735622,-122.4425712,Horsefeather
373,c5e47b7f70b288a5380083f24ea161fb,37.802688402040665,-122.26914636790752,Lounge Chinatown
374,4083ecaf02c77e52e231c6b0722799bd,37.80717108096738,-122.40927904844284,Fog Harbor Fish House
375,603633a3090a33202ead9a738b2769d2,37.797249,-122.427457,Ollei
376,b1ac1179990a85f48f10858c0c955f25,37.7587,-122.463774,Kothai Republic
377,a05fe47c9fd8c5a7b7a26dd493c432e7,37.806929,-122.411536,Fog Harbor Fish House
378,2a8959c3baaa195b792c530d7f9dd6e5,37.805442,-122.42313,Surisan
379,a5bd8d2ff1e04067ac03bc476dc774e6,37.760278,-122.419074,Bottega
380,53c34886b92d0727ee65c8fd129c34bb,37.7228179,-122.4472364,Gentilly
381,5f9edd66e1542839db53015eca6c8a07,37.7861375,-122.405234,Delarosa Downtown
382,b883d49e7f389097a81bf73b17acc46c,37.78709359600294,-122.41670072078703,Liholiho Yacht Club
383,fda7185b4c97e338faf660d39aa119cb,37.8753207,-122.2601554,My-O-My
384,7e5268ba3d954970d713adc1dc286182,37.782574,-122.442203,opa cafe
385,c91d4150a09e136d5cca66643c9f936d,37.8020552,-122.4017154,Sotto Mare
386,68d800de7c6b093ac2340d6bab986410,37.7822586,-122.3914651,KAIYŌ Rooftop
387,ef28178bdcbbd76da0a630ecba6555a5,37.8494355,-122.2525406,Wood Tavern
388,7f25a5477bd79f776a9078c30f768517,37.8051895,-122.29461686454056,Jolly-Jolly Coffee & Kitchen
389,fd03c3ceeecfe485dd0cdd8ef72f8e69,37.7690102,-122.4222482622354,Burma Love
390,ded85e8cd7b30115d3ffec9b0777fb50,37.82246767714513,-122.26597130298616,Dan Sung Sa
391,c6056f5b51537a2dfd4bf1538444e335,37.324414,-121.88078,Petiscos
392,0ceed296dc7ef21bc6dc3999e23db576,37.3364659,-121.8766132,Naglee Park Garage
393,398065f9acb4e27da84e4e78ed3de99c,37.805376,-122.437261,Radhaus
394,0167c2413c3487d67d1dd7d906389959,37.7637348,-122.41552403555308,Base Camp
395,625d6b7f33c6aec660a79f1afeaf3c30,37.7811944,-122.3999862,Bocado
396,981f5cc5c2c79e96e101c3c20cd56213,37.7788325,-122.4181591,Yakiniku Shodai
397,1a53a1426ed4935f80f5865b7d2d676e,37.778799,-122.4159632,Fermentation Lab
398,d0a123ad15c1a36560424772600f87dc,37.722601,-122.3922705,Frank Grizzly’s
399,4a3745a8d75f6261405f5e9a1b5e8f0c,37.3398531,-121.8636494,Kensho Social
400,4a766283f8c81155d42781201794fc18,37.80028668467315,-122.42578603327274,Ollei
401,5edf73914cb05d5a4ba7f03cc573a2e5,37.792979854977766,-122.4233016371727,Ollei
402,e7383e730f9fa46419cd5e84fcea3a88,37.8285951,-122.2663493,Moo Bong Ri Korean Restaurant
403,74eca875c15c9468d4dbcece710bc596,37.33116799422201,-121.88693761825562,Petiscos
404,78af524c0f2ab327bf75ca1bee9d1e08,37.767256698389865,-122.40032913185132,Rosemary & Pine
405,700a9ce7584edef750fd2f8481a9c802,37.7870025,-122.420053,Ben Thai Cafe
406,b04f626c4d402aefbecd84d326e5fd55,37.7737524,-122.3914274,KAIYŌ Rooftop
407,5f212a36c28e610e4e579916b4000dfb,37.7971765,-122.4036272,Sotto Mare
408,168084f0f6ef878a07cb0049fd00f52a,37.764783,-122.3908972,Mission Rock Resort
409,59d793b5df7d636956033d6eea577230,37.791966,-122.429315,little shucker
410,b815170d0444b1b5cc5f6746d98c31f3,37.7981975,-122.4474145,Cote Ouest Bistro
411,8abfd40237f50ff2362082bfe32d8edf,37.788048,-122.438812,The Snug
412,af494e5a9e2088b870da22baaaf0e15b,37.768872,-122.3911087,GluGlu
413,b98c3de69eaf29844c9732daec3d6ff2,37.750506,-122.4339496,Birch & Rye
414,51210c5c24903a6525cdfaec38109ec9,37.7965927,-122.4556884,Colibri Mexican Bistro
415,fc34cbf70e34346806c43b6579117bc0,37.799676,-122.452599,Cote Ouest Bistro
416,df9c9c79952699cc041118a331ea9cc2,37.72489268384971,-122.4432384967804,Gentilly
417,5dc0d98ea835b4c9743d4e2cdd515dde,37.726266,-122.479462,Ofena
418,97871d03b345e3aa1de1dbed3640b700,37.725603,-122.476561,Ofena
419,e427fa5d07c952f21297dbd9c7693407,37.723426,-122.455102,Go Go 7
420,1a71ef24deb93ea8024083bb3f0ed6c2,37.7273951,-122.4354739,Gentilly
421,9e198bfb3768336d1059c0b7dc3551fd,37.776598,-122.395282,KAIYŌ Rooftop
422,9c81093a3f86e1cc41f46b1838f6393e,37.76352708498452,-122.47949242628238,Mini Potstickers
423,9b2224a1373751614a6294525f64a9b5,37.825785004382006,-122.25346968515623,Mensho
424,daa8d15a7ecea64fbabdca15956a2f20,37.82268385945021,-122.27292420364392,Hidden Spot - Emeryville
425,b949f871161f40eb2949854a85a0472a,37.31975695999228,-121.89299941062929,Palermo Italian Restaurant
426,d671d6957e264a7b085310cc05298930,37.77583378631289,-122.40269154310224,KAIYŌ Rooftop
427,6e78a70d9191e84c4e42094f11cc1a03,37.79917511263459,-122.44272915651892,Roma Antica
428,f6c781054ead7bb20ebc00b4c71df148,37.36508806048156,-121.87161205351002,Cha's Kitchen
429,338a6ebbd36aadefe8e02fe32c0cbad0,37.7930958,-122.3988357,The Third Floor
430,db74e777cff989d3092874407066be1b,37.78970984996185,-122.40548387640956,E&O Kitchen and Bar
431,1ec14f81aa8ab53a816605d7b4e95718,37.7724385,-122.4039235,Bellota
432,673e986859c497d19910fb855d883df7,37.82352279021405,-122.27718830108644,Hidden Spot - Emeryville
433,a1e040b32aa8e99ec1bf2f45df9f21e9,37.7717667,-122.3866885,ATwater Tavern
434,8d7a98f0ca21bd4480ed0f4ef325deb7,37.73065542923656,-122.4443047517252,Manzoni
435,30e0fcdd9de72e8344b6289760bb788b,37.75016713801581,-122.38654196262358,Besharam
436,37b6933a84b09d2210c7d8e02b0ca24f,37.803968,-122.455079,Dalida
437,6031193f19bd40cf2b23f30885bac302,37.80175010159663,-122.4563633604339,Dalida
438,b8644a87f64a3672609640fee7a2adc2,37.725372,-122.393954,Frank Grizzly’s
439,f69e56899850a97f22c2c773f7f298bd,37.81258108581741,-122.2685730457306,Parche
440,7201ad6fe2a1e03ff9ea5749d84c354d,37.80303013575619,-122.27049618959428,Lounge Chinatown
441,1feac469cb3c80737bac815a7a5ebabc,37.78899099599619,-122.3922550678253,Prospect
442,3ed879a85fa1fb4c29cb8fae8aaf6ea2,37.76909488728109,-122.38633275032042,Mission Rock Resort
443,e39f47e22d92b577730c9775a91ada5f,37.82489252995112,-122.26043654610294,Mägo
444,dc67baf6606c0c454dcc83620d2c2c68,37.7892792,-122.4450687,Routier
445,1edf61345559602d4fdbe99ff0435d6d,37.85760774739988,-122.26160466670989,Kuboba Spot
446,bb24af92bc9bac069a94fdfb41416cfb,37.771134537078765,-122.44534134864809,Beit Rima
447,7bdc5767ed0d5584df3a881a0f14d8f4,37.74207523594424,-122.38660231232642,Hungry Cafe
448,4abc42e82f8ded5c57afb682b7cdb3d7,37.7688065330825,-122.41349816322328,Rintaro
449,c00825d99ce3a531a80181f00591df1d,37.8356703,-122.2811258,Jungdon Katsu
450,808403b6d452824362356cade06f780c,37.785479,-122.419342,DACHA Kitchen & Bar
451,9cd844a2550061d3844a92096a4d813c,37.787963,-122.3918085,Movida
452,b6711ddae98be23ce743e6d9639a906a,37.77599270441184,-122.39300568626936,KAIYŌ Rooftop
453,afbe353b9aed12eef5acb85e441d69d1,37.83353887161604,-122.263693665756,Moo Bong Ri Korean Restaurant
454,d9de41e1c87470529dcbb1b43bd76eaf,37.8063553,-122.2860187,7TH WEST
455,99889922f5848c7ca3e2c2f740cebd9f,37.7543047,-122.4785927,Mama Mu's Bistro
456,9988c535057533619fdb58b42055c6fa,37.7540396,-122.4840403,Mama Mu's Bistro
457,0f792274b026e9a847cfef3872a3fa00,37.7539295,-122.4883438,Xian Bistro
458,813512459d9c9f8a7291e00a9c46e467,37.7628993,-122.4953893,Damn Fine
459,a8ad4be2133b3245c07419ddb7684eb7,37.7626492,-122.5007785,Damn Fine
460,c3288c5dc8fec444070c4aeb739f23e8,37.7589001,-122.4951291,Damn Fine
461,ba68e968feece64c5ae1449160642bd1,37.763874,-122.509526,Hook Fish
462,2e1a346200097628f0f01d08478a319d,37.752809,-122.504261,Outerlands
463,91bba2bf0246d6623c164d42c47736e4,37.76372118411808,-122.4753742486682,Golden Crab House
464,df10df40d6e917dc5950502045c2c6d8,37.75699964338489,-122.50255097589334,Outerlands
465,2d86977182197367c646152cca0e821a,37.75300468614256,-122.5085402813285,Outerlands
466,9a18b71be61bcec4e11553e09ff2911e,37.751471937685125,-122.49855753927037,Outerlands
467,9acfb5cd8e156f410d3463f9a42afc72,37.80445377683579,-122.41579377360824,Surisan
468,a7154dfcba68b868867b64a11d8a7a56,37.74058873182711,-122.38908866713396,Old Skool Cafe
469,cd7a5ce186d9176b083cd322482ef36d,37.75173717215301,-122.49560004673242,Xian Bistro
470,3d313d16cad18a25bd406bfaef335b65,37.774256,-122.40185,KAIYŌ Rooftop
471,2fcc4197d2f7cdce6cececa4496ec514,37.78384421884662,-122.390002088434,Movida
472,366a420aef7c94bd8bcbe1e6557d2f1e,37.785359635574224,-122.4318015575409,NONO
473,c0a9bd7193ca3e9de37807ec58cc08d8,37.7824146203997,-122.40019999757254,Bocado
474,e11fc22c0e5448c0c115dfeca7a6f506,37.78235803304849,-122.39312995744228,KAIYŌ Rooftop
475,456bf3370b191fab5745567356a8423f,37.7423139,-122.4231805,Komaaj
476,f90fd0c728ade1a5f3ca0327f3f7eccb,37.34648029372904,-121.86856960181206,Goulart Sausage
477,c8eb138910e36025b0efee10ac872b06,37.75488391783665,-122.42564865054452,Bottega
478,0129b835b33f6afca778ebfb90453aad,37.780805727779445,-122.42190607010215,Teakwood
479,ca8bbd40ae8b3beb63c5cc63a1c73a0f,37.8559558,-122.2597949,Kuboba Spot
480,3649abee4c69d3d77dde28e45178e28a,37.80330737378947,-122.41489757374517,Surisan
481,936e00689968a8d14dc94153aa959f3f,37.7896297,-122.3903352745212,Prospect
482,a861792de6f7790503849a5227a1f8c6,37.758862,-122.412544,Mijoté
483,66d26936d43ac2f677f522354e3ef5a5,37.7638471,-122.4130036,Ernest
484,018bfeb8a511bb60ffbb0cab866667ab,37.7642245,-122.4673775,Manna
485,4e1430cadb362b419ab9c7b98552dc47,37.7974387,-122.4339891,Flores San Francisco
486,70369211f292150a6b4ee0dca590e273,37.759211,-122.4367975,Fable
487,95814ccce398155f5f015f98691997e8,37.7762475,-122.4262025,a Mano
488,8bcaedd0aae11bc0ca98eaddb741e0c0,37.8738556998122,-122.28298832384976,Pyeong Chang Tofu - Berkeley
489,fa32d245becfeba6d7b6034133e59d95,37.75199174291808,-122.4189799743526,Bottega
490,ad6ea721fdfd2adb019b94851cd867fb,37.773587,-122.471357,Noodle in a Haystack
491,d1e2c9dcb40601ed84bb807ed68dd855,37.78244163642955,-122.47198741577115,Bento Peak
492,a8f100ba778a83e476dfe8d534b9b84f,37.77756936716073,-122.42656908597016,a Mano
493,e27d0571f6c72cbccd366407f81ec2c9,37.77344259318636,-122.42715750770115,Dumpling Home
494,b7988dd90281c6ada0a09909480e8413,37.805454,-122.413668,Fog Harbor Fish House
495,8e711e8b90789c76e17e55c44e975fc1,37.7810737,-122.4117382,Rise Over Run
