Station_No,Station_ID,Bike_Lat,Bike_Long,name,review_count,categories,rating,distance
377,a05fe47c9fd8c5a7b7a26dd493c432e7,37.806929,-122.411536,Asia Express,5,Chinese,1.5,131.545582475982
377,a05fe47c9fd8c5a7b7a26dd493c432e7,37.806929,-122.411536,Northpoint Bar & Restaurant,7,"Seafood, New American",3.0,135.44260713162345
377,a05fe47c9fd8c5a7b7a26dd493c432e7,37.806929,-122.411536,IHOP,337,"Breakfast & Brunch, American",3.0,136.8912851137366
378,2a8959c3baaa195b792c530d7f9dd6e5,37.805442,-122.42313,Poncho & Emily's,0,Mexican,0.0,17.140750497835405
378,2a8959c3baaa195b792c530d7f9dd6e5,37.805442,-122.42313,San Francisco Brewing,525,"Breweries, Sports Bars, American",3.5,28.26536732156739
378,2a8959c3baaa195b792c530d7f9dd6e5,37.805442,-122.42313,Queen Mediterranean cuisine,0,"Fast Food, Mediterranean, Pizza",0.0,34.14379436058061
379,a5bd8d2ff1e04067ac03bc476dc774e6,37.760278,-122.419074,El Ferrito,1,Mexican,4.0,14.467106878666897
379,a5bd8d2ff1e04067ac03bc476dc774e6,37.760278,-122.419074,Café de Olla,73,"Coffee & Tea, Mexican",5.0,21.1109949257492
379,a5bd8d2ff1e04067ac03bc476dc774e6,37.760278,-122.419074,El Porteño II Restaurant & Bar,52,"Peruvian, Bars, Chinese",4.0,23.0331626041128
380,53c34886b92d0727ee65c8fd129c34bb,37.7228179,-122.4472364,Taqueria La Tambora,12,Mexican,2.5,242.0953424375822
380,53c34886b92d0727ee65c8fd129c34bb,37.7228179,-122.4472364,Turo Cafe and Grill,243,"Filipino, Fast Food",4.5,242.0953424375822
380,53c34886b92d0727ee65c8fd129c34bb,37.7228179,-122.4472364,Crazy Pepper,487,"Chinese, Seafood, Noodles",3.5,242.53649818008094
381,5f9edd66e1542839db53015eca6c8a07,37.7861375,-122.405234,Ippudo San Francisco,1354,"Ramen, Noodles, Soup",4.0,66.08928970423476
381,5f9edd66e1542839db53015eca6c8a07,37.7861375,-122.405234,Amber India,2320,"Indian, Bars",4.0,71.119051824368
381,5f9edd66e1542839db53015eca6c8a07,37.7861375,-122.405234,San Francisco Marriott Marquis,22,"New American, Beer, Wine & Spirits, Sandwiches",3.0,86.50473606601356
382,b883d49e7f389097a81bf73b17acc46c,37.78709359600294,-122.41670072078703,Arepas En Bici,47,"Venezuelan, Personal Chefs, Pop-up Shops",4.5,30.55165638093807
382,b883d49e7f389097a81bf73b17acc46c,37.78709359600294,-122.41670072078703,Sammie Cafe,12,"Coffee & Tea, Sandwiches, Breakfast & Brunch",5.0,35.53410974366028
382,b883d49e7f389097a81bf73b17acc46c,37.78709359600294,-122.41670072078703,Pho 808,20,"Steakhouses, Vietnamese",4.0,74.76340198590786
383,fda7185b4c97e338faf660d39aa119cb,37.8753207,-122.2601554,Xpression,20,Indian,4.0,15.289015776787432
383,fda7185b4c97e338faf660d39aa119cb,37.8753207,-122.2601554,My-O-My,20,"Salad, Poutineries, Wraps",4.5,15.23491114297448
383,fda7185b4c97e338faf660d39aa119cb,37.8753207,-122.2601554,Urbann Turbann,474,"Indian, Fast Food",4.0,15.289015776787432
384,7e5268ba3d954970d713adc1dc286182,37.782574,-122.442203,Fresh And Natural Cafe,15,Cafeteria,3.5,79.56915180313679
384,7e5268ba3d954970d713adc1dc286182,37.782574,-122.442203,Kaiser Permanente Cafeteria,6,Cafeteria,2.5,79.56915180313679
384,7e5268ba3d954970d713adc1dc286182,37.782574,-122.442203,Zazang Korean Noodles,579,"Korean, Noodles, Soup",3.5,83.28674313561201
385,c91d4150a09e136d5cca66643c9f936d,37.8020552,-122.4017154,Kuker,0,Bulgarian,0.0,38.03612035679105
385,c91d4150a09e136d5cca66643c9f936d,37.8020552,-122.4017154,Off the Grid Levi's Plaza,1,"Food Trucks, Food Court",5.0,38.03612035679105
385,c91d4150a09e136d5cca66643c9f936d,37.8020552,-122.4017154,XICA,82,"Mexican, Gluten-Free",4.5,99.17203948471372
386,68d800de7c6b093ac2340d6bab986410,37.7822586,-122.3914651,Movida,72,"Persian/Iranian, Mexican",4.5,108.11671076493232
386,68d800de7c6b093ac2340d6bab986410,37.7822586,-122.3914651,SAJJ Mediterranean,188,"Mediterranean, Halal, Middle Eastern",4.0,114.47938333114955
386,68d800de7c6b093ac2340d6bab986410,37.7822586,-122.3914651,The American Grilled Cheese Kitchen,1546,"Breakfast & Brunch, American",4.0,123.42178165397434
387,ef28178bdcbbd76da0a630ecba6555a5,37.8494355,-122.2525406,Sfizio,65,Italian,4.0,21.73457977391875
387,ef28178bdcbbd76da0a630ecba6555a5,37.8494355,-122.2525406,Haruki Japanese Restaurant,14,"Ramen, Sushi Bars",4.0,47.61561404959743
387,ef28178bdcbbd76da0a630ecba6555a5,37.8494355,-122.2525406,Yimm,355,Thai,4.5,58.79152244714561
388,7f25a5477bd79f776a9078c30f768517,37.8051895,-122.29461686454056,Donuts and Burgers,10,"Donuts, Sandwiches",3.0,72.50865263582337
388,7f25a5477bd79f776a9078c30f768517,37.8051895,-122.29461686454056,Taco La Perla,44,"Tacos, Food Trucks",4.5,119.7389867447588
388,7f25a5477bd79f776a9078c30f768517,37.8051895,-122.29461686454056,Jolly-Jolly Coffee & Kitchen,140,"Caribbean, African",4.0,123.8610707574113
389,fd03c3ceeecfe485dd0cdd8ef72f8e69,37.7690102,-122.4222482622354,Dancing Yak,790,"Himalayan/Nepalese, Gluten-Free, Cocktail Bars",4.5,61.56202293570182
389,fd03c3ceeecfe485dd0cdd8ef72f8e69,37.7690102,-122.4222482622354,Burma Love,1701,"Burmese, Cocktail Bars, Seafood",4.0,67.73451251428146
389,fd03c3ceeecfe485dd0cdd8ef72f8e69,37.7690102,-122.4222482622354,Sushi Shio,226,"Sushi Bars, Japanese",4.5,74.06912446327327
390,ded85e8cd7b30115d3ffec9b0777fb50,37.82246767714513,-122.26597130298616,Lazeez Kitchen,1,"Middle Eastern, Desserts",5.0,271.34354896674455
390,ded85e8cd7b30115d3ffec9b0777fb50,37.82246767714513,-122.26597130298616,Oasis Food Market,455,"Middle Eastern, Meat Shops, Grocery",3.5,312.08176807816466
390,ded85e8cd7b30115d3ffec9b0777fb50,37.82246767714513,-122.26597130298616,Summit Cafe at Alta Bates Summit Medical Center,25,Breakfast & Brunch,4.0,316.7407098707485
391,c6056f5b51537a2dfd4bf1538444e335,37.324414,-121.88078,Garnish 44,1,Burgers,5.0,26.588386813622723
391,c6056f5b51537a2dfd4bf1538444e335,37.324414,-121.88078,Mariscos & Taqueria La Ceiba,95,Mexican,3.5,104.78810828264821
391,c6056f5b51537a2dfd4bf1538444e335,37.324414,-121.88078,Supper Foods,22,"Italian, Mexican, Food Court",4.0,110.50754358382233
392,0ceed296dc7ef21bc6dc3999e23db576,37.3364659,-121.8766132,Subway,43,"Sandwiches, Fast Food",2.0,43.29102034033507
392,0ceed296dc7ef21bc6dc3999e23db576,37.3364659,-121.8766132,San Carlos Italian Pizza,108,"Italian, Pizza",3.0,43.649492278330165
392,0ceed296dc7ef21bc6dc3999e23db576,37.3364659,-121.8766132,Naglee Park Garage,1116,"New American, Bars, Burgers",4.0,59.04495943258039
393,398065f9acb4e27da84e4e78ed3de99c,37.805376,-122.437261,Dominics Restaurant,0,Italian,0.0,270.85561574108556
393,398065f9acb4e27da84e4e78ed3de99c,37.805376,-122.437261,Cook's & Company,26,"Sandwiches, Coffee & Tea",4.0,346.754644115787
393,398065f9acb4e27da84e4e78ed3de99c,37.805376,-122.437261,MaMo,233,"Latin American, New American, Beer, Wine & Spirits",4.5,358.14513918939326
394,0167c2413c3487d67d1dd7d906389959,37.7637348,-122.41552403555308,Rite Spot Cafe,153,"Bars, Burgers, Music Venues",3.5,38.28257861269719
394,0167c2413c3487d67d1dd7d906389959,37.7637348,-122.41552403555308,Powersource Foods,0,Cafes,0.0,57.82199697608669
394,0167c2413c3487d67d1dd7d906389959,37.7637348,-122.41552403555308,Secret Garden,9,New American,4.5,57.82199697608669
395,625d6b7f33c6aec660a79f1afeaf3c30,37.7811944,-122.3999862,Genji,1,"Sushi Bars, Japanese",5.0,19.428870353510703
395,625d6b7f33c6aec660a79f1afeaf3c30,37.7811944,-122.3999862,Market Cocina,0,Tacos,0.0,31.957371333312622
395,625d6b7f33c6aec660a79f1afeaf3c30,37.7811944,-122.3999862,Donburi Ya,115,Japanese,4.0,93.58368993081986
396,981f5cc5c2c79e96e101c3c20cd56213,37.7788325,-122.4181591,Assembly Cafe & Beer Garden,25,"Cafes, Desserts, Burgers",3.5,84.92814013327934
396,981f5cc5c2c79e96e101c3c20cd56213,37.7788325,-122.4181591,Best Beverage,1,American,2.0,99.33351474956775
396,981f5cc5c2c79e96e101c3c20cd56213,37.7788325,-122.4181591,Moe's Good Burger Bar,1,"Food Delivery Services, Burgers, Ice Cream & Frozen Yogurt",5.0,137.69702003165162
397,1a53a1426ed4935f80f5865b7d2d676e,37.778799,-122.4159632,Poet's Cafe - San Francisco Main Library Cafe,8,Cafes,3.5,19.712481805611844
397,1a53a1426ed4935f80f5865b7d2d676e,37.778799,-122.4159632,Gyro King,619,"Greek, Turkish, Mediterranean",3.5,26.66221452492845
397,1a53a1426ed4935f80f5865b7d2d676e,37.778799,-122.4159632,SAMS American Eatery,892,"Asian Fusion, Breakfast & Brunch, Korean",4.0,54.63261943135573
398,d0a123ad15c1a36560424772600f87dc,37.722601,-122.3922705,Marthita's Restaurant,15,Mexican,4.5,64.49720565534882
398,d0a123ad15c1a36560424772600f87dc,37.722601,-122.3922705,Sunny & Fine's Breakfast Burritos,0,"Food Delivery Services, Mexican",0.0,124.55365309526162
398,d0a123ad15c1a36560424772600f87dc,37.722601,-122.3922705,ChiliCali,25,"Pop-Up Restaurants, Caterers, Indonesian",5.0,242.9741196488093
399,4a3745a8d75f6261405f5e9a1b5e8f0c,37.3398531,-121.8636494,Tacos Los Peluches,0,"Tacos, Food Trucks",0.0,159.80477979633343
399,4a3745a8d75f6261405f5e9a1b5e8f0c,37.3398531,-121.8636494,La Plaza Taqueria,19,Mexican,3.5,162.24701782787534
399,4a3745a8d75f6261405f5e9a1b5e8f0c,37.3398531,-121.8636494,Burritos Meet Churros,80,"Bubble Tea, Desserts, Asian Fusion",4.5,188.85534013467569
400,4a766283f8c81155d42781201794fc18,37.80028668467315,-122.42578603327274,Torraku Ramen - Lombard,147,Ramen,4.5,72.27512356463784
400,4a766283f8c81155d42781201794fc18,37.80028668467315,-122.42578603327274,Bobo's Steakhouse,2272,"Steakhouses, Seafood, Cocktail Bars",4.0,124.83660317292632
400,4a766283f8c81155d42781201794fc18,37.80028668467315,-122.42578603327274,Viking's Giant Submarines,297,Sandwiches,4.0,140.72773394722466
401,5edf73914cb05d5a4ba7f03cc573a2e5,37.792979854977766,-122.4233016371727,House of Prime Rib,8910,"American, Steakhouses, Wine Bars",4.0,90.48001656270948
401,5edf73914cb05d5a4ba7f03cc573a2e5,37.792979854977766,-122.4233016371727,The Crepe House,780,"Creperies, Breakfast & Brunch",4.0,168.4505261821548
401,5edf73914cb05d5a4ba7f03cc573a2e5,37.792979854977766,-122.4233016371727,Mexigogo,0,"Food Delivery Services, Mexican",0.0,169.2659593211821
402,e7383e730f9fa46419cd5e84fcea3a88,37.8285951,-122.2663493,Burlap Coffee,83,"Coffee & Tea, Sandwiches",4.5,139.32160778828737
402,e7383e730f9fa46419cd5e84fcea3a88,37.8285951,-122.2663493,La Dolce Vita,169,"Bakeries, Delis, Coffee & Tea",5.0,151.16383255818937
402,e7383e730f9fa46419cd5e84fcea3a88,37.8285951,-122.2663493,K Banchan,61,Korean,5.0,167.59572023246952
403,74eca875c15c9468d4dbcece710bc596,37.33116799422201,-121.88693761825562,Nirvana Soul,809,"Coffee & Tea, Coffee Roasteries, Waffles",4.5,6.931070248683549
403,74eca875c15c9468d4dbcece710bc596,37.33116799422201,-121.88693761825562,Original Joe's San Jose,2399,Italian,3.0,26.33118706526718
403,74eca875c15c9468d4dbcece710bc596,37.33116799422201,-121.88693761825562,Il Fornaio,1297,"Italian, Seafood, Pizza",3.5,49.960056254872256
404,78af524c0f2ab327bf75ca1bee9d1e08,37.767256698389865,-122.40032913185132,Wolfes Lunch,140,"Japanese, Korean, American",4.0,109.09817401778247
404,78af524c0f2ab327bf75ca1bee9d1e08,37.767256698389865,-122.40032913185132,Dos Pinas Taqueria,642,"Mexican, Seafood, Beer Bar",3.5,198.22089731920514
404,78af524c0f2ab327bf75ca1bee9d1e08,37.767256698389865,-122.40032913185132,Cafe Da Fonk!,28,"Coffee & Tea, Sandwiches, Desserts",5.0,200.34569508372198
405,700a9ce7584edef750fd2f8481a9c802,37.7870025,-122.420053,Sato Omakase,80,Sushi Bars,5.0,19.016067335384523
405,700a9ce7584edef750fd2f8481a9c802,37.7870025,-122.420053,Sushi Sato,74,"Sushi Bars, Japanese, Bars",4.0,19.016067335384523
405,700a9ce7584edef750fd2f8481a9c802,37.7870025,-122.420053,Charlie's Calzone,0,"Food Delivery Services, Salad, Pizza",0.0,24.173806127893272
406,b04f626c4d402aefbecd84d326e5fd55,37.7737524,-122.3914274,Casey's Pizza,162,Pizza,4.0,22.54204620114657
406,b04f626c4d402aefbecd84d326e5fd55,37.7737524,-122.3914274,House of Tadu Ethiopian Kitchen,441,Ethiopian,4.5,32.09059778156415
406,b04f626c4d402aefbecd84d326e5fd55,37.7737524,-122.3914274,Cafe Réveille,472,"Cafes, Sandwiches, Breakfast & Brunch",3.5,34.40380056678961
407,5f212a36c28e610e4e579916b4000dfb,37.7971765,-122.4036272,Cigar Bar & Grill,901,"Bars, American, Music Venues",3.5,16.364752306445933
407,5f212a36c28e610e4e579916b4000dfb,37.7971765,-122.4036272,Cotogna,1958,Italian,4.0,42.97299293604768
407,5f212a36c28e610e4e579916b4000dfb,37.7971765,-122.4036272,Quince,1569,"French, Italian, New American",4.0,44.6508937771414
408,168084f0f6ef878a07cb0049fd00f52a,37.764783,-122.3908972,Shorenstein Family Cafe,21,Cafeteria,3.0,90.29072387450324
408,168084f0f6ef878a07cb0049fd00f52a,37.764783,-122.3908972,Cafe Hanoi,0,Vietnamese,0.0,132.0651874275295
408,168084f0f6ef878a07cb0049fd00f52a,37.764783,-122.3908972,Equator Cafe,4,Cafes,2.5,190.26445389029988
409,59d793b5df7d636956033d6eea577230,37.791966,-122.429315,Terrace Cafe,10,Cafes,2.0,292.02015176052464
409,59d793b5df7d636956033d6eea577230,37.791966,-122.429315,Cafe Cagnone,0,Cafes,0.0,364.40405126506147
409,59d793b5df7d636956033d6eea577230,37.791966,-122.429315,Palmer's,329,"Bars, American",3.5,435.89137344288673
410,b815170d0444b1b5cc5f6746d98c31f3,37.7981975,-122.4474145,Pizzeria Avellino,393,Pizza,3.5,32.49893541116113
410,b815170d0444b1b5cc5f6746d98c31f3,37.7981975,-122.4474145,Golden Gate Market Deli & Liquor,242,"Delis, Beer, Wine & Spirits",4.5,43.278674476982694
410,b815170d0444b1b5cc5f6746d98c31f3,37.7981975,-122.4474145,Cote Ouest Bistro,195,French,4.5,117.30556422680107
411,8abfd40237f50ff2362082bfe32d8edf,37.788048,-122.438812,Two Bites,1,"Desserts, Food Stands",3.0,60.75541613358566
411,8abfd40237f50ff2362082bfe32d8edf,37.788048,-122.438812,Samara Southern Creations,4,"Pop-Up Restaurants, Southern",4.5,60.75541613358566
411,8abfd40237f50ff2362082bfe32d8edf,37.788048,-122.438812,Dynasty Dumpling ,62,"Dim Sum, Noodles",5.0,123.98884243109553
412,af494e5a9e2088b870da22baaaf0e15b,37.768872,-122.3911087,Publico Urban Taqueria,352,Tacos,3.0,68.88671328937735
412,af494e5a9e2088b870da22baaaf0e15b,37.768872,-122.3911087,Peasant Pies Café & Catering,219,"Bakeries, Fast Food, Vegetarian",4.0,84.13478897434258
412,af494e5a9e2088b870da22baaaf0e15b,37.768872,-122.3911087,Subway,35,"Sandwiches, Fast Food",2.5,86.1094547656779
413,b98c3de69eaf29844c9732daec3d6ff2,37.750506,-122.4339496,San 21 Restaurant,0,Restaurants,0.0,34.53508759597194
413,b98c3de69eaf29844c9732daec3d6ff2,37.750506,-122.4339496,Hamano Sushi,453,"Sushi Bars, Japanese, Seafood",3.5,40.37176733284317
413,b98c3de69eaf29844c9732daec3d6ff2,37.750506,-122.4339496,Birch & Rye,118,"Russian, Vegan, Wine Bars",4.0,54.446061759626936
414,51210c5c24903a6525cdfaec38109ec9,37.7965927,-122.4556884,Colibri Mexican Bistro,2700,"Mexican, Cocktail Bars",4.0,301.8267352631895
414,51210c5c24903a6525cdfaec38109ec9,37.7965927,-122.4556884,Cafe RX,140,"Breakfast & Brunch, Sandwiches, Cafes",4.0,491.6989494659546
414,51210c5c24903a6525cdfaec38109ec9,37.7965927,-122.4556884,Lamb-a-licious,0,Food Stands,0.0,508.5286220032138
415,fc34cbf70e34346806c43b6579117bc0,37.799676,-122.452599,Cafe RX,140,"Breakfast & Brunch, Sandwiches, Cafes",4.0,57.43502339347948
415,fc34cbf70e34346806c43b6579117bc0,37.799676,-122.452599,Letterman Digital Arts Center Dining Commons,8,American,3.5,285.1689110018423
415,fc34cbf70e34346806c43b6579117bc0,37.799676,-122.452599,Sessions at the Presidio,723,"New American, Beer, Wine & Spirits, Cocktail Bars",3.5,390.95522070864337
416,df9c9c79952699cc041118a331ea9cc2,37.72489268384971,-122.4432384967804,Deli Man,69,"Sandwiches, Delis, Breakfast & Brunch",4.5,237.81140102970804
416,df9c9c79952699cc041118a331ea9cc2,37.72489268384971,-122.4432384967804,The Check-In Lounge,30,"Wine Bars, Tapas/Small Plates, Cocktail Bars",5.0,251.0966052556234
416,df9c9c79952699cc041118a331ea9cc2,37.72489268384971,-122.4432384967804,Roxie Food Center,1163,"Grocery, Sandwiches",4.5,268.49812156319064
417,5dc0d98ea835b4c9743d4e2cdd515dde,37.726266,-122.479462,Gram Cafe & Pancakes,1165,"Pancakes, Japanese, Cafes",4.0,217.49319777004524
417,5dc0d98ea835b4c9743d4e2cdd515dde,37.726266,-122.479462,McDonald's,256,"Fast Food, Burgers, Coffee & Tea",2.5,267.8547578583636
417,5dc0d98ea835b4c9743d4e2cdd515dde,37.726266,-122.479462,Uncle Tetsu,157,"Bakeries, Desserts, Japanese",4.0,272.68346805730226
418,97871d03b345e3aa1de1dbed3640b700,37.725603,-122.476561,McDonald's,256,"Fast Food, Burgers, Coffee & Tea",2.5,94.57447786539355
418,97871d03b345e3aa1de1dbed3640b700,37.725603,-122.476561,Gram Cafe & Pancakes,1165,"Pancakes, Japanese, Cafes",4.0,173.26862593412108
418,97871d03b345e3aa1de1dbed3640b700,37.725603,-122.476561,Marugame Udon,2456,"Japanese, Noodles, Asian Fusion",4.0,210.13857034875213
419,e427fa5d07c952f21297dbd9c7693407,37.723426,-122.455102,McDonald's,267,"Fast Food, Burgers, Coffee & Tea",2.0,33.57874364195137
419,e427fa5d07c952f21297dbd9c7693407,37.723426,-122.455102,21 Taste House,387,Ramen,4.0,52.492696756719525
419,e427fa5d07c952f21297dbd9c7693407,37.723426,-122.455102,Market Cocina,0,Mexican,0.0,71.49461623011106
420,1a71ef24deb93ea8024083bb3f0ed6c2,37.7273951,-122.4354739,Mi Lindo Honduras,11,"Honduran, Breakfast & Brunch, Soup",3.0,176.10137325415883
420,1a71ef24deb93ea8024083bb3f0ed6c2,37.7273951,-122.4354739,Sweet Delight Bakery,113,"Bakeries, Dim Sum",4.0,183.5146980276999
420,1a71ef24deb93ea8024083bb3f0ed6c2,37.7273951,-122.4354739,Zabb Thai Cuisine,353,Thai,4.0,189.79594276343184
421,9e198bfb3768336d1059c0b7dc3551fd,37.776598,-122.395282,Subway,62,"Sandwiches, Fast Food",2.0,38.93109189698011
421,9e198bfb3768336d1059c0b7dc3551fd,37.776598,-122.395282,Tazza D'Amore Cafe,125,"Coffee & Tea, Breakfast & Brunch",4.0,42.67723188959165
421,9e198bfb3768336d1059c0b7dc3551fd,37.776598,-122.395282,Afc Sushi,0,Sushi Bars,0.0,102.17774261899027
422,9c81093a3f86e1cc41f46b1838f6393e,37.76352708498452,-122.47949242628238,Sushi Uma,370,"Sushi Bars, Japanese",4.0,31.775201674211022
422,9c81093a3f86e1cc41f46b1838f6393e,37.76352708498452,-122.47949242628238,Sun Maxim's,227,"Bakeries, Dim Sum",4.0,41.59185824374397
422,9c81093a3f86e1cc41f46b1838f6393e,37.76352708498452,-122.47949242628238,Saigon BBQ Noodle House,261,"Vietnamese, Noodles",4.5,52.38354459926435
423,9b2224a1373751614a6294525f64a9b5,37.825785004382006,-122.25346968515623,Belotti Bottega,237,"Italian, Pasta Shops, Caterers",4.5,23.057327808633506
423,9b2224a1373751614a6294525f64a9b5,37.825785004382006,-122.25346968515623,Pomet,136,New American,4.5,37.833957630445596
423,9b2224a1373751614a6294525f64a9b5,37.825785004382006,-122.25346968515623,Bar Cesar,865,"Tapas Bars, Latin American, Cocktail Bars",3.0,56.071094241397084
424,daa8d15a7ecea64fbabdca15956a2f20,37.82268385945021,-122.27292420364392,Mo’s Chicken King And Grill,1,"Halal, Fast Food, Chicken Shop",4.0,258.79362183638716
424,daa8d15a7ecea64fbabdca15956a2f20,37.82268385945021,-122.27292420364392,Nibs Restaurant,140,"American, Breakfast & Brunch, Burgers",4.5,291.14782718714577
424,daa8d15a7ecea64fbabdca15956a2f20,37.82268385945021,-122.27292420364392,Javi's Cooking,177,"Empanadas, Argentine, Sandwiches",4.5,344.9696506065498
425,b949f871161f40eb2949854a85a0472a,37.31975695999228,-121.89299941062929,Tacos El Tijuas,6,"Caterers, Tacos, Food Trucks",4.0,285.2417734788257
425,b949f871161f40eb2949854a85a0472a,37.31975695999228,-121.89299941062929,iJava Cafe,777,"Cafes, Coffee & Tea, Breakfast & Brunch",4.5,723.8178207977382
425,b949f871161f40eb2949854a85a0472a,37.31975695999228,-121.89299941062929,Mariscos San Juan,69,"Mexican, Seafood",4.0,732.2700259075488
426,d671d6957e264a7b085310cc05298930,37.77583378631289,-122.40269154310224,El Norteno Taco Truck,234,"Mexican, Food Trucks",4.0,10.956939723622707
426,d671d6957e264a7b085310cc05298930,37.77583378631289,-122.40269154310224,Social Cafe,64,"Cuban, Bakeries, Coffee & Tea",5.0,32.28390035716704
426,d671d6957e264a7b085310cc05298930,37.77583378631289,-122.40269154310224,Papaya Island,2,"Noodles, Chicken Wings",4.0,38.848689300592376
427,6e78a70d9191e84c4e42094f11cc1a03,37.79917511263459,-122.44272915651892,Original Buffalo Wings,555,"Chicken Wings, Breakfast & Brunch, American",3.0,45.017729480640675
427,6e78a70d9191e84c4e42094f11cc1a03,37.79917511263459,-122.44272915651892,United Liquor,33,"Beer, Wine & Spirits, Delis",2.5,79.58257731521117
427,6e78a70d9191e84c4e42094f11cc1a03,37.79917511263459,-122.44272915651892,Cultivar,239,"New American, Wine Tasting Room, Wine Bars",4.5,84.44065181379284
428,f6c781054ead7bb20ebc00b4c71df148,37.36508806048156,-121.87161205351002,Cha's Kitchen,28,"Vietnamese, Salad, Seafood",4.0,296.1716108187987
428,f6c781054ead7bb20ebc00b4c71df148,37.36508806048156,-121.87161205351002,788 Beerclub & Cafe,0,"Beer Bar, Cafes",0.0,297.0397076912471
428,f6c781054ead7bb20ebc00b4c71df148,37.36508806048156,-121.87161205351002,Bill's Cafe,387,"Breakfast & Brunch, American",4.0,393.87431686411054
429,338a6ebbd36aadefe8e02fe32c0cbad0,37.7930958,-122.3988357,PABU Izakaya,1366,"Japanese, Sushi Bars, Cocktail Bars",4.0,29.159629600208742
429,338a6ebbd36aadefe8e02fe32c0cbad0,37.7930958,-122.3988357,Lou's Cafe,203,"Salad, Soup, Sandwiches",4.5,31.498258549939003
429,338a6ebbd36aadefe8e02fe32c0cbad0,37.7930958,-122.3988357,Perbacco,2215,"Italian, Bars",4.0,59.390930531054366
430,db74e777cff989d3092874407066be1b,37.78970984996185,-122.40548387640956,Sutter Cafe,39,"Desserts, Coffee & Tea, Sandwiches",4.5,40.01750844147332
430,db74e777cff989d3092874407066be1b,37.78970984996185,-122.40548387640956,E&O Kitchen and Bar,1272,"Asian Fusion, Venues & Event Spaces, Noodles",4.0,42.49566427900812
430,db74e777cff989d3092874407066be1b,37.78970984996185,-122.40548387640956,Scott's Chowder House,36,"Salad, Seafood, Soup",4.0,56.312407836416234
431,1ec14f81aa8ab53a816605d7b4e95718,37.7724385,-122.4039235,Nicholas Duadei,0,Pizza,0.0,65.68927125692232
431,1ec14f81aa8ab53a816605d7b4e95718,37.7724385,-122.4039235,Mars Bar & Restaurant,481,"Bars, New American",4.0,106.95657927789439
431,1ec14f81aa8ab53a816605d7b4e95718,37.7724385,-122.4039235,Bellota,787,"Spanish, Seafood, Tapas Bars",4.0,111.36215932283012
432,673e986859c497d19910fb855d883df7,37.82352279021405,-122.27718830108644,Oriental Express Restaurant,1,Chinese,1.0,137.4730477692844
432,673e986859c497d19910fb855d883df7,37.82352279021405,-122.27718830108644,Latin Cuisine,1,"Salvadoran, Mexican, Street Vendors",3.0,188.97534021225795
432,673e986859c497d19910fb855d883df7,37.82352279021405,-122.27718830108644,Nany's Food taco truck,1,"Food Trucks, Tacos",3.0,195.7334287316843
433,a1e040b32aa8e99ec1bf2f45df9f21e9,37.7717667,-122.3866885,Mammals of The Marsh,0,Mexican,0.0,121.99166612349912
433,a1e040b32aa8e99ec1bf2f45df9f21e9,37.7717667,-122.3866885,BrekkieBix,0,"Breakfast & Brunch, Food Delivery Services, Vegetarian",0.0,136.60421344917611
433,a1e040b32aa8e99ec1bf2f45df9f21e9,37.7717667,-122.3866885,My Fye Eggrolls,0,"Chicken Shop, Seafood, Breakfast & Brunch",0.0,136.8603108018001
434,8d7a98f0ca21bd4480ed0f4ef325deb7,37.73065542923656,-122.4443047517252,Tasty Coffee,71,"Coffee & Tea, Breakfast & Brunch, Sandwiches",4.5,393.8208921524011
434,8d7a98f0ca21bd4480ed0f4ef325deb7,37.73065542923656,-122.4443047517252,Monterey Pizza & Asian Zap,165,"Pizza, Salad, Sandwiches",4.0,399.305018881867
434,8d7a98f0ca21bd4480ed0f4ef325deb7,37.73065542923656,-122.4443047517252,Rosario Restaurant,14,Latin American,3.0,409.70155676816677
435,30e0fcdd9de72e8344b6289760bb788b,37.75016713801581,-122.38654196262358,Madam Zola's Fortune,5,"Cafes, Sandwiches",4.5,92.2418558160582
435,30e0fcdd9de72e8344b6289760bb788b,37.75016713801581,-122.38654196262358,Leyla's Kitchen,0,Turkish,0.0,160.64045093503978
435,30e0fcdd9de72e8344b6289760bb788b,37.75016713801581,-122.38654196262358,M&Y Malaysian Food,4,Malaysian,2.5,161.31725687382513
436,37b6933a84b09d2210c7d8e02b0ca24f,37.803968,-122.455079,Lahore di khushboo ,28,"Food Trucks, Halal, Pakistani",4.5,275.55584984484165
436,37b6933a84b09d2210c7d8e02b0ca24f,37.803968,-122.455079,Authentic India,4,"Indian, Food Stands, Pop-Up Restaurants",4.5,275.55584984484165
436,37b6933a84b09d2210c7d8e02b0ca24f,37.803968,-122.455079,The Walt Disney Family Museum Cafe,22,Cafes,3.5,425.5230533158856
437,6031193f19bd40cf2b23f30885bac302,37.80175010159663,-122.4563633604339,Lahore di khushboo ,28,"Food Trucks, Halal, Pakistani",4.5,47.15029667564127
437,6031193f19bd40cf2b23f30885bac302,37.80175010159663,-122.4563633604339,Authentic India,4,"Indian, Food Stands, Pop-Up Restaurants",4.5,47.15029667564127
437,6031193f19bd40cf2b23f30885bac302,37.80175010159663,-122.4563633604339,The Walt Disney Family Museum Cafe,22,Cafes,3.5,204.95496997408424
438,b8644a87f64a3672609640fee7a2adc2,37.725372,-122.393954,Frank Grizzly’s,66,Tacos,4.5,131.25083520561984
